path,width,height,aspect,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_v,n_bboxes
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_01_missing_hole_10_2_600.jpg,600,600,1.0,56.293483333333334,143.25328055555556,77.67489166666667,57.878431847180174,26.380375525169942,45.33082495038519,144.1223527777778,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_01_spur_04_2_600.jpg,600,600,1.0,46.73663055555556,140.88428888888888,75.04177777777778,58.883822107431904,25.250930452493925,42.83275802669755,141.61038333333335,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/test/images/l_light_12_open_circuit_01_3_600.jpg,600,600,1.0,29.334391666666665,119.71502222222222,46.68245,51.76461266039539,28.055037553184164,44.78225616863065,120.27715277777777,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_08_mouse_bite_04_4_600.jpg,600,600,1.0,54.70509722222222,127.82452222222223,78.6513138888889,66.6352823344975,32.59079576599415,54.701413435894,128.86162777777778,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_04_missing_hole_05_2_600.jpg,600,600,1.0,34.20507777777778,128.79911388888888,60.48451111111111,54.19741618273308,25.716199127165417,39.27819396567163,130.04165277777778,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/test/images/rotation_90_light_08_short_08_4_600.jpg,600,600,1.0,64.15166111111111,143.06454722222222,92.9842,69.17812691417745,31.10504903264179,54.569521258302665,144.04549444444444,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_09_open_circuit_09_5_600.jpg,600,600,1.0,30.661933333333334,120.65296666666667,49.86822222222222,48.618203379179604,25.71078353702191,41.119451481904555,121.07495833333333,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_04_short_17_1_600.jpg,600,600,1.0,48.59385,149.21835277777777,80.99125555555555,57.95965371569679,24.15330279595275,38.090016790358675,150.35276666666667,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_05_spur_05_4_600.jpg,600,600,1.0,34.72190833333333,140.0590611111111,61.379311111111114,51.17747465681911,26.659135615859782,41.34681259746034,140.3383611111111,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_12_mouse_bite_05_4_600.jpg,600,600,1.0,29.333536111111112,119.7001,46.64601666666667,51.766165384976134,28.055664094217676,44.801774471564435,120.26255555555555,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_12_missing_hole_07_2_600.jpg,600,600,1.0,38.5531,140.38214722222222,62.79326944444445,54.768882409540915,27.424867155563717,45.13705208374307,141.0354,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/val/images/rotation_90_light_05_short_10_3_600.jpg,600,600,1.0,24.42182777777778,136.88123611111112,47.356002777777775,37.12458260433047,24.26404663341533,30.039974632205336,137.05711944444445,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_04_short_16_2_600.jpg,600,600,1.0,42.499155555555554,144.41088333333335,75.66924166666666,57.02260014295185,24.58605583563327,39.279499410237605,145.63785,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_09_short_10_3_600.jpg,600,600,1.0,38.719722222222224,136.52187777777777,63.364016666666664,51.708676952186785,24.769805862662476,42.659572947795446,136.91191666666666,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_05_spur_08_4_600.jpg,601,601,1.0,34.655410699305925,139.58234611753568,61.14614023770698,50.72971046568283,27.8008370304714,41.37844791016591,139.80289091115472,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_11_spurious_copper_08_1_600.jpg,600,600,1.0,47.64018055555555,141.83582222222222,66.97526666666667,64.18140501275867,25.800804812845033,51.865453118152594,142.32452777777777,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_06_short_09_1_600.jpg,600,600,1.0,39.907019444444444,147.15510555555556,68.05764166666667,53.58059766634904,23.899614316737633,40.10781943979918,147.77411944444444,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_12_short_06_1_600.jpg,600,600,1.0,38.372341666666664,140.09068333333335,62.537191666666665,53.978098470226875,27.787895323924594,44.80718971448224,140.64263333333332,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_08_spurious_copper_02_5_600.jpg,600,600,1.0,49.606122222222226,141.08363333333332,79.49159722222223,58.504776768577585,27.705866304627623,46.427835238667114,141.65763611111112,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_09_spurious_copper_01_4_600.jpg,600,600,1.0,40.31661944444444,142.752225,71.84481666666667,57.98502588709975,25.082214577357032,46.152408042621694,143.1634361111111,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_06_mouse_bite_04_4_600.jpg,600,600,1.0,23.291741666666667,127.63715833333333,49.58898055555556,42.86721352192175,25.052974182104133,35.674615924321046,127.96900277777777,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_05_spur_06_2_600.jpg,600,600,1.0,19.72451388888889,125.13335555555555,37.76151388888889,41.27531875060971,22.706182581116977,34.03546221605717,125.35861388888888,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_06_missing_hole_10_3_600.jpg,600,600,1.0,30.68328888888889,143.091225,63.815219444444445,44.886837338975056,24.639751705536426,36.335973727166525,143.39451944444446,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/val/images/rotation_90_light_10_spurious_copper_02_5_600.jpg,600,600,1.0,32.329655555555554,136.38417777777778,54.168552777777776,49.7242220708184,25.762866616973195,41.94530934528879,136.671925,4
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_09_mouse_bite_04_2_600.jpg,600,600,1.0,47.110886111111114,129.38545277777777,68.51996944444444,62.01219245120519,27.254275017189954,48.70689936411489,130.34449166666667,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_12_missing_hole_08_4_600.jpg,600,600,1.0,27.87031111111111,139.07366666666667,54.13431666666666,40.89400333255679,25.73076046939692,34.94170165559148,139.38236666666666,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_07_mouse_bite_03_4_600.jpg,600,600,1.0,34.306841666666664,145.29327777777777,68.71394444444445,55.20740229027107,22.957901189650254,41.931792168239305,145.673475,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_10_mouse_bite_03_2_600.jpg,600,600,1.0,39.77401944444444,125.43816666666666,56.723911111111114,62.07214612410994,31.37604578115583,53.62740983896492,125.89684444444444,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_12_spur_04_3_600.jpg,600,600,1.0,26.857725,128.98092222222223,52.27430555555556,48.911104051041185,26.93816556143347,40.61162929804011,129.382525,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_07_spurious_copper_03_1_600.jpg,601,601,1.0,39.72947749314094,146.37866727943722,67.94577534392208,57.5424295836363,23.284884319128494,42.268081289740664,146.83057632730805,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_07_short_05_2_600.jpg,601,601,1.0,34.432069678655374,136.02554533348467,58.03160843962226,49.96536477420396,24.294292419985236,36.7626801649645,136.50031976655657,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_06_missing_hole_07_5_600.jpg,600,600,1.0,22.941369444444444,121.92743333333334,42.200825,38.775006178312104,25.98434262890895,31.89616443133557,122.26061944444444,4
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_07_mouse_bite_09_2_600.jpg,600,600,1.0,35.53187222222222,143.32229722222223,62.7674,54.8996008965893,20.901876033570986,41.106379303733696,143.82395833333334,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/val/images/light_05_spur_06_4_600.jpg,600,600,1.0,34.722880555555555,140.0681277777778,61.38373888888889,51.17658635475526,26.655242714360025,41.34096125876341,140.34742777777777,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/test/images/l_light_07_spur_03_4_600.jpg,600,600,1.0,27.36606111111111,129.74183055555557,54.25006666666667,52.52825508809267,24.311663894418626,42.028066349851805,130.12816944444444,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/test/images/rotation_90_light_10_open_circuit_05_2_600.jpg,600,600,1.0,47.46735555555556,140.8155638888889,69.31946944444445,64.87979128878547,29.939624941775115,54.905180770011135,141.2496,5
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_06_missing_hole_03_3_600.jpg,600,600,1.0,21.581891666666667,134.08360833333333,50.44338888888889,42.47641710904231,23.444918335492307,35.10660393182864,134.3353361111111,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/light_04_spurious_copper_08_2_600.jpg,600,600,1.0,41.215375,154.16889722222223,81.5098111111111,54.03593551978944,24.813905350198127,38.1262873497431,154.91685,0
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_09_open_circuit_10_1_600.jpg,600,600,1.0,43.34028333333333,132.8575111111111,65.11495277777777,59.845482346149105,25.954464767380838,46.671635268499735,133.6389027777778,1
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_04_spur_11_2_600.jpg,601,601,1.0,36.1123972524993,151.4198133449243,79.37373927536191,52.23021794842859,24.971123090311384,37.936180194556584,152.01231724164663,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_04_spurious_copper_18_1_600.jpg,600,600,1.0,32.53684166666667,139.38583333333332,65.79025555555556,51.9054902728677,26.22371370376162,38.951317072883846,140.1447777777778,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_04_missing_hole_11_1_600.jpg,600,600,1.0,48.511852777777776,149.165825,80.92368333333333,57.843790875458495,24.155731189329035,38.02456308741556,150.29085555555557,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_90_light_06_spur_06_1_600.jpg,600,600,1.0,39.68351388888889,146.88635833333333,67.77624166666666,52.86984380309859,24.276740686292847,39.84644563107569,147.42896944444445,4
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_05_open_circuit_05_3_600.jpg,601,601,1.0,24.38041146065487,136.630507667476,47.252172613032634,37.07631544493341,24.765213724481754,30.07629396513036,136.80390696592755,2
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/rotation_270_light_07_short_09_4_600.jpg,601,601,1.0,34.431197588046544,136.00733663528064,58.01884269423396,49.966419558625795,24.296240534836024,36.779120458448276,136.48197817835498,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/train/images/l_light_08_open_circuit_07_5_600.jpg,600,600,1.0,40.601758333333336,125.55580555555555,64.97758888888889,55.17519250047914,28.804206138954015,45.39396023172991,126.1551638888889,3
/Users/alehholiveira/Desktop/Projetos/pcb-defect-detection/neural-links-pcb-defect-detection/pcb-defect-dataset/test/images/rotation_90_light_09_mouse_bite_07_2_600.jpg,600,600,1.0,55.90730277777778,144.57036666666667,82.90679444444444,64.88327107627352,26.121785366901843,48.81069294793385,145.4689,1
